question,answer,category
دی جی ها یک هفته بعد کالاهای من را آسیب دیدند. من می خواهم گارانتی را مطالبه کنم. چگونه می توانم برای دریافت یکی از ضمانت ها استفاده کنم؟,دیجی کالا تا 7 روز از تاریخ تحویل کالا به شما، عودت کالا را بر عهده دارد. در صورتی که پس از این مدت کالای شما دچار نقص شود، در صورتی که تحت پوشش گارانتی باشد، می توانید برای رفع عیب به شرکت گارانتی کننده مراجعه نمائید.,بازگرداندن کالا
چه مدت باید از محصول خریداری شده خود استفاده کنم؟,مشتریان عادی تا 7 روز و مشتریان دیجی پلاس تا 30 روز پس از تحویل کالا، می توانند با مراجعه به حساب کاربری خود درخواست مرجوعی را ثبت کنند.,بازگرداندن کالا
مدت زمان ردیابی کالای خریداری شده من چقدر است؟,مشتریان عادی تا 7 روز و مشتریان دیجی پلاس تا 30 روز پس از تحویل کالا، می توانند با مراجعه به حساب کاربری خود درخواست مرجوعی را ثبت کنند.,بازگرداندن کالا
آیا یک بازه زمانی خاص برای من وجود دارد که بتوانم محصول خریداری شده خود را ارجاع دهم؟,مشتریان عادی تا 7 روز و مشتریان دیجی پلاس تا 30 روز پس از تحویل کالا، می توانند با مراجعه به حساب کاربری خود درخواست مرجوعی را ثبت کنند.,بازگرداندن کالا
آیا یک بازه زمانی خاص برای من وجود دارد که به کالای خریداری شده خود مراجعه کنم؟,مشتریان عادی تا 7 روز و مشتریان دیجی پلاس تا 30 روز پس از تحویل کالا، می توانند با مراجعه به حساب کاربری خود درخواست مرجوعی را ثبت کنند.,بازگرداندن کالا
در طی چند روز می توانم محصولی را که خریداری کردم برگردانم؟,مشتریان عادی تا 7 روز و مشتریان دیجی پلاس تا 30 روز پس از تحویل کالا، می توانند با مراجعه به حساب کاربری خود درخواست مرجوعی را ثبت کنند.,بازگرداندن کالا
اگر من خرید کرده ام ، چه مدت باید قبل از شکایت از فروشنده صبر کنم؟,مشتریان عادی تا 7 روز و مشتریان دیجی پلاس تا 30 روز پس از تحویل کالا، می توانند با مراجعه به حساب کاربری خود درخواست مرجوعی را ثبت کنند.,بازگرداندن کالا
اگر من خرید کرده ام ، قبل از استفاده از محصول خود چه مدت باید صبر کنم؟,مشتریان عادی تا 7 روز و مشتریان دیجی پلاس تا 30 روز پس از تحویل کالا، می توانند با مراجعه به حساب کاربری خود درخواست مرجوعی را ثبت کنند.,بازگرداندن کالا
در طی چند روز می توانم محصولی را که خریداری کردم برگردانم؟,مشتریان عادی تا 7 روز و مشتریان دیجی پلاس تا 30 روز پس از تحویل کالا، می توانند با مراجعه به حساب کاربری خود درخواست مرجوعی را ثبت کنند.,بازگرداندن کالا
قبل از اینکه دوباره نامعتبر شود ، چقدر باید از محصول خریداری شده خود استفاده کنم؟,مشتریان عادی تا 7 روز و مشتریان دیجی پلاس تا 30 روز پس از تحویل کالا، می توانند با مراجعه به حساب کاربری خود درخواست مرجوعی را ثبت کنند.,بازگرداندن کالا
قبل از اینکه نامعتبر شود ، چقدر باید از محصول خریداری شده خود استفاده کنم؟,مشتریان عادی تا 7 روز و مشتریان دیجی پلاس تا 30 روز پس از تحویل کالا، می توانند با مراجعه به حساب کاربری خود درخواست مرجوعی را ثبت کنند.,بازگرداندن کالا
بهترین راه برای برقراری ارتباط با ارائه دهنده ضمانت نامه مورد نظر چیست؟,شما میتوانید از لیست ، شماره گارانتی مورد نظر خود را بیابید.,بازگرداندن کالا
بهترین راه برای برقراری ارتباط با ارائه دهنده گارانتی که در نظر دارید چیست؟,شما میتوانید از لیست ، شماره گارانتی مورد نظر خود را بیابید.,بازگرداندن کالا
آیا راهی برای تماس با ارائه دهنده گارانتی مورد نظر خود وجود دارد؟,شما میتوانید از لیست ، شماره گارانتی مورد نظر خود را بیابید.,بازگرداندن کالا
به چه روشی می توانید با ارائه دهنده گارانتی که در نظر دارید در تماس باشید؟,شما میتوانید از لیست ، شماره گارانتی مورد نظر خود را بیابید.,بازگرداندن کالا
به چه روشی می توانید با ارائه دهنده گارانتی که علاقه مند به تماس هستید در تماس باشید؟,شما میتوانید از لیست ، شماره گارانتی مورد نظر خود را بیابید.,بازگرداندن کالا
آیا راهی برای تماس با ارائه دهنده گارانتی که در نظر دارید وجود دارد؟,شما میتوانید از لیست ، شماره گارانتی مورد نظر خود را بیابید.,بازگرداندن کالا
